lopez,5.0 out of 5 stars,"
The book is well written and definitely in my opinion a must read. The world is not meant for the weak and we must do everything in this short life we have to obtain power and keep it. The book was shipped in a timely fashion and for free mind you. I am stationed in Italy and received the book 7 days after purchasing. Great service and an excellent read.
","Reviewed in the United States on September 15, 2011"
Tavio Davis,5.0 out of 5 stars,"
this book makes you very aware of your surroundings
","Reviewed in the United States on April 22, 2015"
Stefan Antoni,5.0 out of 5 stars,"
5 stars.  However, the layout is irritating compared to the book. The `secondary` body of text in the book is on the sides and in red which is much easier to access for a quick read.
","Reviewed in the United States on September 6, 2012"
S. Moore,5.0 out of 5 stars,"
I think this book gives very good advice, not just how to use the laws, but you can also tell when it's being used against you
","Reviewed in the United States on March 4, 2013"
Amazon Customer,5.0 out of 5 stars,"
I gained a lot of positive in site for this phase in my life it was a great read! Loved it
","Reviewed in the United States on March 2, 2014"
M,5.0 out of 5 stars,"
This is not a quick read. You have to be committed to the end. If you quit reading after a few laws - you aren't ready to go to another level in your thinking.
","Reviewed in the United States on October 26, 2013"
Brandon A.,5.0 out of 5 stars,"
READ THIS BOOK NOW.
","Reviewed in the United States on September 16, 2015"
episteve,5.0 out of 5 stars,"
I'm about 5 laws in this book, and I think I grew chest hair on my heart.
","Reviewed in the United States on December 3, 2015"
Mary,5.0 out of 5 stars,"
It is as advertised.
","Reviewed in the United States on December 26, 2014"
Amazon Customer,5.0 out of 5 stars,"
I love this book because he uses years of history dating back all the way to the early stages of AD to back up each law of power. I've learned so much history in this one book more than I have probably in grade school. It provides you with a different outlook on life and how to put the ball in your court when it comes to the laws of nature. A must read for everybody.
","Reviewed in the United States on March 3, 2017"
Kristian Santana,5.0 out of 5 stars,"
worth reading
","Reviewed in the United States on May 10, 2015"
MATTHEW ZEITS,5.0 out of 5 stars,"
Great book.  Period.
","Reviewed in the United States on November 26, 2014"
Amazon Customer,5.0 out of 5 stars,"
Book arrived in pristine condition. I do not normally read self-help books, and did not recognize this as one of them, but found it an interesting book, nonetheless. It appears to be an academic study of sociology and psychology relating to the study of power dynamics throughout history. Included are historical examples of observances and transgressions of each respective ""law,"" as well as parables, quotes, and other notes. While and after reading this, it is easy to view the world through the lens of power dynamics, and to find examples of these ""laws"" both in my own life and in modern history. A little dry at times and often cynical, it pulls no punches and makes its points clearly and without confusion.
","Reviewed in the United States on July 23, 2021"
Amazon Customer,5.0 out of 5 stars,"
Gift for a friend.
","Reviewed in the United States on July 31, 2016"
Dan,5.0 out of 5 stars,"
Have not finished it yet but from where I am it makes you learn so much if you want to be successful. My rule so far is Conceal Your Intentions. It is one of the best books I've read!!! It opens your mind and makes you think more logically, it also makes you think, ""I can do anything as long as I play it smart and use my power wisely in order to succeed in life"". Great book!!
","Reviewed in the United States on November 13, 2016"
Zeyad,1.0 out of 5 stars,"
Thankfully, the majority of the human race do NOT follow the ""advice"" of this ""book"".I'm certain that this book is read and acted upon by the most vile human beings in existence.Refund.
","Reviewed in the United States on July 6, 2020"
Michelle Schacherer,4.0 out of 5 stars,"
This book has laws based on authors who have used “cold power” in the past such as Machiavelli, Mao Tse Tung, and other authors. It’s overall a great book whose laws you can apply in every aspect of life; however, some laws may be a little too “machiavellic” and I think would end up hurting you more than benefiting you in the long run.
","Reviewed in the United States on April 10, 2021"
R. Hayes,5.0 out of 5 stars,"
I just started to read this book but I already love it, I think it will be very instrumental in me learning how to understand and deal with people.
","Reviewed in the United States on January 7, 2015"
Kian,5.0 out of 5 stars,"
Great!!!
","Reviewed in the United States on June 13, 2015"
Randy L. R. Knowles,5.0 out of 5 stars,"
This book is a life referance! Get a copy home, one for the office and one for a friend.
","Reviewed in the United States on May 3, 2010"
Kartheek Allada,5.0 out of 5 stars,"
48 laws of power = POWER
","Reviewed in the United States on March 10, 2016"
Ligerrett Weaver,5.0 out of 5 stars,"
Excellent book
","Reviewed in the United States on January 13, 2018"
Amer,3.0 out of 5 stars,"
Some of the stories from history and war are interesting and good reasoning, but a lot of the social aspect laws are a death sentence to having anybody that likes you in your life. interesting read at least.
","Reviewed in the United States on April 8, 2022"
Steven L. Smith,5.0 out of 5 stars,"
Great reading
","Reviewed in the United States on January 31, 2016"
Ulises Montero,5.0 out of 5 stars,"
Thanks for my book.
","Reviewed in the United States on February 23, 2015"
Thebookbella,5.0 out of 5 stars,"
This was an amazing book for both business and strategy. It gave many historical examples for which each law applied and did it in such a way the law was also relevant to  modern times. This is an excellent book for anyone who is trying to get a grasp on the business world.Rich Poe did the narration for this on audible and he was excellent. His voiced possessed a serious tone that excentuated  the material being read and eleveated it to sound urgent and important. He did an excellent job!
","Reviewed in the United States on September 6, 2018"
Amazon Customer,5.0 out of 5 stars,"
This book was totally amazing it change the way I look at life. I've been able to get into so many people's heads it's not funny.
","Reviewed in the United States on January 19, 2016"
